Product_Name,Selling_Price,Original_Price,Specs,Ratings
LG Nanocell 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹39,999","₹59,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Product Warranty Applicable,4.4
Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart Linux TV,"₹28,599","₹53,990",Operating System: LinuxUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20191 Year Domestic Warranty,4.1
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 4K Dolby Vision | HDR10 | HLG | D...,"₹28,999","₹42,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery,4.3
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
Thomson OATHPRO Series 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...,"₹77,999","₹1,49,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year Warranty on Product & 6 Months on Accessories,4.5
SAMSUNG BU8570UL 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,"₹40,319","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.4
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
TCL P635 Pro 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Google Assistant |,"₹55,489","₹1,26,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty on Product,4.1
CANDY 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos & Dolby Vision,"₹52,990","₹69,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty,4.3
"LG OLED B2 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV Alpha77 Gen5 AI Processor, AI Picture Pr...","₹1,04,990","₹1,59,990",Operating System: WebOSUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20223-Year Warranty on Product,3.6
SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV 2024 Edition,"₹86,990","₹1,01,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
LG 139 cm (55 inch) Full HD LED Smart WebOS TV,"₹62,099","₹1,03,990",Operating System: WebOSFull HD 1920 x 1080 PixelsLaunch Year: 20171 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is applicable on Panel/Module,4.2
Hisense A4G Series 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X,"₹22,999","₹34,990",Operating System: AndroidFull HD 1920 x 1080 PixelsLaunch Year: 20222 Years Comprehensive Warranty on the Product,4.2
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Sma...,"₹44,990","₹66,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10 | Dolby A...,"₹24,999","₹42,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Lloyd 109 cm (43 inch) Full HD LED Smart WebOS TV,"₹26,250","₹42,490",Operating System: WebOSFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 1 Year Additional Warranty on Panel,
Hyundai 109 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹25,999","₹57,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 2022NA,4.1
"Mi 5X 125.7 cm (50 inch) Ultra HD (4K) LED Smart Android TV with 4K Dolby Vision | HDR10+ |,Dolby Atmo...","₹39,999","₹59,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery,4.3
SAMSUNG Q Series 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹2,24,199","₹2,74,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel from Samsung,5
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG The Frame 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,"₹70,699","₹1,24,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.2
SAMSUNG Series 6 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,"₹1,02,199","₹1,49,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20171 Year Warranty on the Product,
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
SAMSUNG 138 cm (55 inch) Ultra HD (4K) Curved LED Smart Tizen TV,"₹2,41,599","₹2,84,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20161 Year Manufaturer Warranty,3.6
SONY Bravia 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV,"₹79,990","₹1,39,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,4.7
MOTOROLA Revou 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"₹40,399","₹48,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Warranty on Product,4.4
LG Nanocell 123 cm (49 inch) Ultra HD (4K) LED Smart WebOS TV,"₹56,899","₹99,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,4.6
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
BPL 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"₹37,990","₹57,000",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty on Product,
Hisense L9HE 305 cm (120 inch) Ultra HD (4K) Laser Smart VIDAA TV with Trichrom Laser Source,"₹4,99,999","₹6,99,999",Operating System: VIDAAUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20233 Years Warranty on Product,
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Sma...,"₹44,990","₹66,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10 | Dolby A...,"₹24,999","₹42,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
CANDY 165 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Atmos & Dolby Vision,"₹47,490","₹62,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty,4.7
SAMSUNG Neo-QLED 165.1 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV with AI Technology (2024 Model),"₹2,02,490","₹2,49,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.5
Thomson OATHPRO Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...,"₹28,599","₹37,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year Warranty on Product & 6 Months on Accessories,4.5
LG 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹1,39,799","₹2,49,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,4.6
KODAK 108 cm (43 inch) Full HD LED Smart Linux TV 2024 Edition with 30W Sound Output & Bezel-Less Desi...,"₹14,999","₹22,999",Operating System: LinuxFull HD 1920 x 1080 PixelsLaunch Year: 20241 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Smart Ti...,"₹43,990","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
TCL 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV T-SCREEN |Dolby Vision-Atmos | Hands-Free Voic...,"₹89,990","₹2,99,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Comprehensive Warranty on Product,4.1
SAMSUNG AUE60 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV,"₹43,599","₹68,400",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.4
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SONY Bravia 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV,"₹79,990","₹1,39,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,4.7
Hisense Q6N 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision Atmos Far Field Voice Con...,"₹91,999","₹1,49,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20243 Years Comprehensive Warranty,4.2
SAMSUNG The Frame 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,"₹70,699","₹1,24,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.2
MOTOROLA Revou 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"₹40,399","₹48,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Warranty on Product,4.4
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
LG 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹1,08,999","₹2,14,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is Applicable on Panel/Module Only,4.7
SAMSUNG BU8570UL 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,"₹40,319","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.4
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
Sansui 218 cm (86 inch) Ultra HD (4K) LED Smart Android TV,"₹1,67,999","₹2,19,000",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product Coverage and an Additional 1 Year Panel on AndroidandGoogle TV's,4.7
Hisense L9HE 305 cm (120 inch) Ultra HD (4K) Laser Smart VIDAA TV with Trichrom Laser Source,"₹4,99,999","₹6,99,999",Operating System: VIDAAUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20233 Years Warranty on Product,
Haier 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹31,099","₹43,990",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20202 Years Warranty provided by the manufacturer from date of purchase,4.2
SAMSUNG Neo-QLED 165.1 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV with AI Technology (2024 Model),"₹2,02,490","₹2,49,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.5
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Sma...,"₹44,990","₹66,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10 | Dolby A...,"₹24,999","₹42,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
TCL 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV T-SCREEN |Dolby Vision-Atmos | Hands-Free Voic...,"₹89,990","₹2,99,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Comprehensive Warranty on Product,4.1
"LG OLED C2 106 cm (42 inch) OLED Ultra HD (4K) Smart WebOS TV Alpha79 Gen5 AI Processor, AI Picture Pr...","₹87,299","₹1,39,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty,5
KODAK 108 cm (43 inch) Full HD LED Smart Linux TV 2024 Edition with 30W Sound Output & Bezel-Less Desi...,"₹14,999","₹22,999",Operating System: LinuxFull HD 1920 x 1080 PixelsLaunch Year: 20241 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Smart Ti...,"₹43,990","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
LG 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹1,39,799","₹2,49,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,4.6
Lloyd 109 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹34,900","₹50,490",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 1 Year Additional Warranty on Panel,
SONY Bravia 138.8 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"₹74,890","₹1,09,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,4.7
MOTOROLA Revou 2 109 cm (43 inch) Full HD LED Smart Android TV with Sound by boAt,"₹22,327","₹33,000",Operating System: AndroidFull HD 1920 x 1080 PixelsLaunch Year: 20221 Year Warranty on Product,4.3
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG Series 8 123 cm (49 inch) Ultra HD (4K) LED Smart Tizen TV,"₹93,699","₹1,29,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year Comprehensive and 1 Year Additional on Panel from Samsung,4.4
"Hisense A6H 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control, Dolby Vi...","₹59,999",,Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20222 Years Warranty on Product and Panel,4.3
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Lloyd 140 cm (55 inch) QLED Ultra HD (4K) Smart WebOS TV,"₹46,000","₹66,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product,4.5
SAMSUNG Series 7 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV,"₹1,72,599","₹2,34,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel from Samsung,4.1
SAMSUNG QN800BK 163 cm (65 inch) QLED Ultra HD (8K) Smart Tizen TV,"₹2,99,990","₹4,59,990",Operating System: TizenUltra HD (8K) 7680 x 4320 PixelsLaunch Year: 20222 years comprehensive warranty on product (1 year standard warranty and 1 year extended warranty provided by the brand from the date of purchase),
LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"₹52,399","₹89,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Product Warranty Applicable,4.5
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
TCL C755 189.31 cm (75 inch) Ultra HD (4K) Mini LED Smart Google TV 2024 Edition with 144Hz VRR and IM...,"₹1,59,990","₹3,29,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Warranty,4.2
"TOSHIBA Z670MP 215 cm (85 inch) QLED Ultra HD (4K) Smart VIDAA TV 256 Zones Full Array Local Dimming, ...","₹1,99,999","₹4,99,999",Operating System: VIDAAUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty,4.7
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Sma...,"₹44,990","₹66,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10 | Dolby A...,"₹24,999","₹42,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SONY Bravia A9F 164 cm (65 inch) OLED Ultra HD (4K) Smart Android TV,"₹4,30,799","₹5,29,900",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year Warranty on the Product,5
Hisense U7K 189 cm (75 inch) Ultra HD (4K) Mini LED Smart VIDAA TV,"₹1,59,999","₹2,19,999",Operating System: VIDAAUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty,4.2
Haier 165 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹63,599","₹99,990",Ultra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Manufacturer Warranty on the Product,
SONY Bravia X80L 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"₹66,490","₹99,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Manufaturer Warranty on the Product,4.7
KODAK 108 cm (43 inch) Full HD LED Smart Linux TV 2024 Edition with 30W Sound Output & Bezel-Less Desi...,"₹14,999","₹22,999",Operating System: LinuxFull HD 1920 x 1080 PixelsLaunch Year: 20241 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Smart Ti...,"₹43,990","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
LG 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹1,08,999","₹2,14,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is Applicable on Panel/Module Only,4.7
SAMSUNG QN700BK 163 cm (65 inch) QLED Ultra HD (8K) Smart Tizen TV,"₹2,37,499","₹3,84,900",Operating System: TizenUltra HD (8K) 7680 x 4320 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,
"Acer Advanced I Series 102 cm (40 inch) Full HD LED Smart Google TV with 1.5GB RAM, 16GB Storage, 30W ...","₹17,499","₹29,999",Operating System: Google TVFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Comprehensive Warranty from the Date of Purchase,4.3
"Acer Advanced I Series 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision-Atmos, 36W...","₹27,999","₹49,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty from the Date of Purchase,4.3
Blaupunkt Cybersound 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 60W Speaker...,"₹26,699","₹47,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Warranty on Product & 6 Months on Accessories,4.5
LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"₹1,23,099","₹1,77,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is applicable on Panel/Module,4.4
Sansui 218 cm (86 inch) Ultra HD (4K) LED Smart Android TV,"₹1,67,999","₹2,19,000",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product Coverage and an Additional 1 Year Panel on AndroidandGoogle TV's,4.7
